timestamp,task,llm,strategy,repetition,model_used,input_tokens,output_tokens,latency_s,attempt,error,sql_extracted,sql_length,output_file
2026-03-05T12:22:15.762923+00:00,t1,gpt4o,schema_aware,2,gpt-4o-2024-08-06,1079,356,3.83,1,,True,1457,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/gpt4o/schema_aware_r2.sql
2026-03-05T12:22:21.036902+00:00,t1,gpt4o,schema_aware,3,gpt-4o-2024-08-06,1079,356,5.27,1,,True,1457,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/gpt4o/schema_aware_r3.sql
2026-03-05T12:22:26.338313+00:00,t1,claude,schema_aware,1,claude-sonnet-4-20250514,1344,454,5.29,1,,True,1382,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/claude/schema_aware_r1.sql
2026-03-05T12:22:31.621690+00:00,t1,claude,schema_aware,2,claude-sonnet-4-20250514,1344,454,5.27,1,,True,1382,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/claude/schema_aware_r2.sql
2026-03-05T12:22:36.942024+00:00,t1,claude,schema_aware,3,claude-sonnet-4-20250514,1344,466,5.31,1,,True,1412,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/claude/schema_aware_r3.sql
2026-03-05T12:22:37.732651+00:00,t1,llama3,schema_aware,1,llama-3.3-70b-versatile,1099,255,0.78,1,,True,1097,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/llama3/schema_aware_r1.sql
2026-03-05T12:22:38.503638+00:00,t1,llama3,schema_aware,2,llama-3.3-70b-versatile,1099,223,0.76,1,,True,974,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/llama3/schema_aware_r2.sql
2026-03-05T12:22:39.340879+00:00,t1,llama3,schema_aware,3,llama-3.3-70b-versatile,1099,247,0.82,1,,True,1086,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/llama3/schema_aware_r3.sql
2026-03-05T12:22:44.080120+00:00,t1,gpt4o,few_shot,1,gpt-4o-2024-08-06,2345,359,4.73,1,,True,1448,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/gpt4o/few_shot_r1.sql
2026-03-05T12:22:48.680878+00:00,t1,gpt4o,few_shot,2,gpt-4o-2024-08-06,2345,372,4.59,1,,True,1483,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/gpt4o/few_shot_r2.sql
2026-03-05T12:22:52.190039+00:00,t1,gpt4o,few_shot,3,gpt-4o-2024-08-06,2345,372,3.5,1,,True,1483,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/gpt4o/few_shot_r3.sql
2026-03-05T12:22:58.575475+00:00,t1,claude,few_shot,1,claude-sonnet-4-20250514,2930,489,6.38,1,,True,1481,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/claude/few_shot_r1.sql
2026-03-05T12:23:04.396476+00:00,t1,claude,few_shot,2,claude-sonnet-4-20250514,2930,489,5.81,1,,True,1481,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/claude/few_shot_r2.sql
2026-03-05T12:23:10.170635+00:00,t1,claude,few_shot,3,claude-sonnet-4-20250514,2930,489,5.76,1,,True,1481,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/claude/few_shot_r3.sql
2026-03-05T12:23:11.221959+00:00,t1,llama3,few_shot,1,llama-3.3-70b-versatile,2366,422,1.04,1,,True,1658,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/llama3/few_shot_r1.sql
2026-03-05T12:23:12.384224+00:00,t1,llama3,few_shot,2,llama-3.3-70b-versatile,2366,422,1.16,1,,True,1658,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/llama3/few_shot_r2.sql
2026-03-05T12:23:13.502490+00:00,t1,llama3,few_shot,3,llama-3.3-70b-versatile,2366,422,1.11,1,,True,1658,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t1/llama3/few_shot_r3.sql
2026-03-05T12:23:17.828199+00:00,t2,gpt4o,zero_shot,1,gpt-4o-2024-08-06,351,343,4.31,1,,True,1232,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/gpt4o/zero_shot_r1.sql
2026-03-05T12:23:21.297453+00:00,t2,gpt4o,zero_shot,2,gpt-4o-2024-08-06,351,323,3.46,1,,True,1196,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/gpt4o/zero_shot_r2.sql
2026-03-05T12:23:25.102859+00:00,t2,gpt4o,zero_shot,3,gpt-4o-2024-08-06,351,323,3.8,1,,True,1196,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/gpt4o/zero_shot_r3.sql
2026-03-05T12:23:31.901469+00:00,t2,claude,zero_shot,1,claude-sonnet-4-20250514,396,597,6.79,1,,True,1801,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/claude/zero_shot_r1.sql
2026-03-05T12:23:38.984410+00:00,t2,claude,zero_shot,2,claude-sonnet-4-20250514,396,597,7.07,1,,True,1801,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/claude/zero_shot_r2.sql
2026-03-05T12:23:45.832360+00:00,t2,claude,zero_shot,3,claude-sonnet-4-20250514,396,605,6.84,1,,True,1825,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/claude/zero_shot_r3.sql
2026-03-05T12:23:46.866186+00:00,t2,llama3,zero_shot,1,llama-3.3-70b-versatile,375,382,1.02,1,,True,1270,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/llama3/zero_shot_r1.sql
2026-03-05T12:23:48.010474+00:00,t2,llama3,zero_shot,2,llama-3.3-70b-versatile,375,364,1.14,1,,True,1254,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/llama3/zero_shot_r2.sql
2026-03-05T12:23:48.877205+00:00,t2,llama3,zero_shot,3,llama-3.3-70b-versatile,375,329,0.86,1,,True,1134,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/llama3/zero_shot_r3.sql
2026-03-05T12:23:52.155576+00:00,t2,gpt4o,schema_aware,1,gpt-4o-2024-08-06,1037,375,3.27,1,,True,1354,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/gpt4o/schema_aware_r1.sql
2026-03-05T12:23:57.376415+00:00,t2,gpt4o,schema_aware,2,gpt-4o-2024-08-06,1037,375,5.21,1,,True,1354,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/gpt4o/schema_aware_r2.sql
2026-03-05T12:24:02.736111+00:00,t2,gpt4o,schema_aware,3,gpt-4o-2024-08-06,1037,375,5.34,1,,True,1354,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/gpt4o/schema_aware_r3.sql
2026-03-05T12:24:09.040528+00:00,t2,claude,schema_aware,1,claude-sonnet-4-20250514,1267,593,6.28,1,,True,1759,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/claude/schema_aware_r1.sql
2026-03-05T12:24:15.342204+00:00,t2,claude,schema_aware,2,claude-sonnet-4-20250514,1267,593,6.29,1,,True,1759,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/claude/schema_aware_r2.sql
2026-03-05T12:24:21.720453+00:00,t2,claude,schema_aware,3,claude-sonnet-4-20250514,1267,593,6.37,1,,True,1759,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/claude/schema_aware_r3.sql
2026-03-05T12:24:22.510969+00:00,t2,llama3,schema_aware,1,llama-3.3-70b-versatile,1057,316,0.78,1,,True,1139,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/llama3/schema_aware_r1.sql
2026-03-05T12:24:23.427506+00:00,t2,llama3,schema_aware,2,llama-3.3-70b-versatile,1057,376,0.91,1,,True,1343,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/llama3/schema_aware_r2.sql
2026-03-05T12:24:24.313285+00:00,t2,llama3,schema_aware,3,llama-3.3-70b-versatile,1057,314,0.88,1,,True,1134,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/llama3/schema_aware_r3.sql
2026-03-05T12:24:27.285310+00:00,t2,gpt4o,few_shot,1,gpt-4o-2024-08-06,2303,385,2.96,1,,True,1407,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/gpt4o/few_shot_r1.sql
2026-03-05T12:24:30.483384+00:00,t2,gpt4o,few_shot,2,gpt-4o-2024-08-06,2303,385,3.19,1,,True,1407,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/gpt4o/few_shot_r2.sql
2026-03-05T12:24:34.557951+00:00,t2,gpt4o,few_shot,3,gpt-4o-2024-08-06,2303,385,4.06,1,,True,1407,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/gpt4o/few_shot_r3.sql
2026-03-05T12:24:40.151370+00:00,t2,claude,few_shot,1,claude-sonnet-4-20250514,2853,519,5.58,1,,True,1557,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/claude/few_shot_r1.sql
2026-03-05T12:24:45.634934+00:00,t2,claude,few_shot,2,claude-sonnet-4-20250514,2853,519,5.47,1,,True,1557,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/claude/few_shot_r2.sql
2026-03-05T12:24:51.400166+00:00,t2,claude,few_shot,3,claude-sonnet-4-20250514,2853,519,5.76,1,,True,1557,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/claude/few_shot_r3.sql
2026-03-05T12:24:52.427363+00:00,t2,llama3,few_shot,1,llama-3.3-70b-versatile,2324,414,1.02,1,,True,1494,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/llama3/few_shot_r1.sql
2026-03-05T12:24:53.405288+00:00,t2,llama3,few_shot,2,llama-3.3-70b-versatile,2324,416,0.97,1,,True,1499,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/llama3/few_shot_r2.sql
2026-03-05T12:24:54.577083+00:00,t2,llama3,few_shot,3,llama-3.3-70b-versatile,2324,418,1.16,1,,True,1510,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t2/llama3/few_shot_r3.sql
2026-03-05T12:24:57.150795+00:00,t3,gpt4o,zero_shot,1,gpt-4o-2024-08-06,407,382,2.56,1,,True,1568,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/gpt4o/zero_shot_r1.sql
2026-03-05T12:25:03.493747+00:00,t3,gpt4o,zero_shot,2,gpt-4o-2024-08-06,407,382,6.33,1,,True,1568,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/gpt4o/zero_shot_r2.sql
2026-03-05T12:25:07.163571+00:00,t3,gpt4o,zero_shot,3,gpt-4o-2024-08-06,407,379,3.66,1,,True,1562,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/gpt4o/zero_shot_r3.sql
2026-03-05T12:25:15.147700+00:00,t3,claude,zero_shot,1,claude-sonnet-4-20250514,459,723,7.97,1,,True,2411,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/claude/zero_shot_r1.sql
2026-03-05T12:25:23.061541+00:00,t3,claude,zero_shot,2,claude-sonnet-4-20250514,459,723,7.9,1,,True,2411,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/claude/zero_shot_r2.sql
2026-03-05T12:25:31.684970+00:00,t3,claude,zero_shot,3,claude-sonnet-4-20250514,459,723,8.61,1,,True,2411,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/claude/zero_shot_r3.sql
2026-03-05T12:25:32.689844+00:00,t3,llama3,zero_shot,1,llama-3.3-70b-versatile,436,445,0.99,1,,True,1669,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/llama3/zero_shot_r1.sql
2026-03-05T12:25:33.790178+00:00,t3,llama3,zero_shot,2,llama-3.3-70b-versatile,436,461,1.09,1,,True,1724,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/llama3/zero_shot_r2.sql
2026-03-05T12:25:34.944217+00:00,t3,llama3,zero_shot,3,llama-3.3-70b-versatile,436,456,1.14,1,,True,1730,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/llama3/zero_shot_r3.sql
2026-03-05T12:25:37.177368+00:00,t3,gpt4o,schema_aware,1,gpt-4o-2024-08-06,1542,332,2.22,1,,True,1383,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/gpt4o/schema_aware_r1.sql
2026-03-05T12:25:39.501208+00:00,t3,gpt4o,schema_aware,2,gpt-4o-2024-08-06,1542,353,2.31,1,,True,1331,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/gpt4o/schema_aware_r2.sql
2026-03-05T12:25:42.460530+00:00,t3,gpt4o,schema_aware,3,gpt-4o-2024-08-06,1542,353,2.95,1,,True,1331,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/gpt4o/schema_aware_r3.sql
2026-03-05T12:25:48.712854+00:00,t3,claude,schema_aware,1,claude-sonnet-4-20250514,1929,561,6.24,1,,True,1887,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/claude/schema_aware_r1.sql
2026-03-05T12:25:55.384071+00:00,t3,claude,schema_aware,2,claude-sonnet-4-20250514,1929,561,6.66,1,,True,1887,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/claude/schema_aware_r2.sql
2026-03-05T12:26:01.640193+00:00,t3,claude,schema_aware,3,claude-sonnet-4-20250514,1929,561,6.25,1,,True,1887,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/claude/schema_aware_r3.sql
2026-03-05T12:26:02.515010+00:00,t3,llama3,schema_aware,1,llama-3.3-70b-versatile,1564,349,0.86,1,,True,1348,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/llama3/schema_aware_r1.sql
2026-03-05T12:26:03.570839+00:00,t3,llama3,schema_aware,2,llama-3.3-70b-versatile,1564,349,1.05,1,,True,1348,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/llama3/schema_aware_r2.sql
2026-03-05T12:26:04.576402+00:00,t3,llama3,schema_aware,3,llama-3.3-70b-versatile,1564,349,1.0,1,,True,1348,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/llama3/schema_aware_r3.sql
2026-03-05T12:26:08.345726+00:00,t3,gpt4o,few_shot,1,gpt-4o-2024-08-06,2508,353,3.76,1,,True,1350,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/gpt4o/few_shot_r1.sql
2026-03-05T12:26:12.392895+00:00,t3,gpt4o,few_shot,2,gpt-4o-2024-08-06,2508,353,4.04,1,,True,1350,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/gpt4o/few_shot_r2.sql
2026-03-05T12:26:15.294964+00:00,t3,gpt4o,few_shot,3,gpt-4o-2024-08-06,2508,317,2.89,1,,True,1236,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/gpt4o/few_shot_r3.sql
2026-03-05T12:26:25.585366+00:00,t3,claude,few_shot,1,claude-sonnet-4-20250514,3172,985,10.28,1,,True,3063,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/claude/few_shot_r1.sql
2026-03-05T12:26:36.139800+00:00,t3,claude,few_shot,2,claude-sonnet-4-20250514,3172,985,10.54,1,,True,3063,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/claude/few_shot_r2.sql
2026-03-05T12:26:46.547742+00:00,t3,claude,few_shot,3,claude-sonnet-4-20250514,3172,985,10.4,1,,True,3063,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/claude/few_shot_r3.sql
2026-03-05T12:26:47.703901+00:00,t3,llama3,few_shot,1,llama-3.3-70b-versatile,2532,454,1.15,1,,True,1754,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/llama3/few_shot_r1.sql
2026-03-05T12:26:51.275209+00:00,t3,llama3,few_shot,2,llama-3.3-70b-versatile,2532,426,3.56,1,,True,1646,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/llama3/few_shot_r2.sql
2026-03-05T12:26:52.680897+00:00,t3,llama3,few_shot,3,llama-3.3-70b-versatile,2532,454,1.4,1,,True,1754,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t3/llama3/few_shot_r3.sql
2026-03-05T12:26:56.791153+00:00,t4,gpt4o,zero_shot,1,gpt-4o-2024-08-06,368,260,4.1,1,,True,999,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/gpt4o/zero_shot_r1.sql
2026-03-05T12:26:59.855745+00:00,t4,gpt4o,zero_shot,2,gpt-4o-2024-08-06,368,260,3.05,1,,True,999,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/gpt4o/zero_shot_r2.sql
2026-03-05T12:27:02.930441+00:00,t4,gpt4o,zero_shot,3,gpt-4o-2024-08-06,368,260,3.06,1,,True,999,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/gpt4o/zero_shot_r3.sql
2026-03-05T12:27:07.874548+00:00,t4,claude,zero_shot,1,claude-sonnet-4-20250514,419,364,4.93,1,,True,1225,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/claude/zero_shot_r1.sql
2026-03-05T12:27:12.730100+00:00,t4,claude,zero_shot,2,claude-sonnet-4-20250514,419,364,4.84,1,,True,1225,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/claude/zero_shot_r2.sql
2026-03-05T12:27:17.506470+00:00,t4,claude,zero_shot,3,claude-sonnet-4-20250514,419,364,4.77,1,,True,1225,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/claude/zero_shot_r3.sql
2026-03-05T12:27:18.293650+00:00,t4,llama3,zero_shot,1,llama-3.3-70b-versatile,393,264,0.78,1,,True,963,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/llama3/zero_shot_r1.sql
2026-03-05T12:27:18.989950+00:00,t4,llama3,zero_shot,2,llama-3.3-70b-versatile,393,278,0.69,1,,True,1030,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/llama3/zero_shot_r2.sql
2026-03-05T12:27:19.906241+00:00,t4,llama3,zero_shot,3,llama-3.3-70b-versatile,393,314,0.91,1,,True,1170,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/llama3/zero_shot_r3.sql
2026-03-05T12:27:22.804958+00:00,t4,gpt4o,schema_aware,1,gpt-4o-2024-08-06,1092,227,2.89,1,,True,889,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/gpt4o/schema_aware_r1.sql
2026-03-05T12:27:25.017354+00:00,t4,gpt4o,schema_aware,2,gpt-4o-2024-08-06,1092,281,2.2,1,,True,1075,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/gpt4o/schema_aware_r2.sql
2026-03-05T12:27:26.900692+00:00,t4,gpt4o,schema_aware,3,gpt-4o-2024-08-06,1092,195,1.87,1,,True,773,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/gpt4o/schema_aware_r3.sql
2026-03-05T12:27:31.491548+00:00,t4,claude,schema_aware,1,claude-sonnet-4-20250514,1342,333,4.58,1,,True,1066,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/claude/schema_aware_r1.sql
2026-03-05T12:27:36.101537+00:00,t4,claude,schema_aware,2,claude-sonnet-4-20250514,1342,333,4.6,1,,True,1066,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/claude/schema_aware_r2.sql
2026-03-05T12:27:40.927412+00:00,t4,claude,schema_aware,3,claude-sonnet-4-20250514,1342,333,4.82,1,,True,1066,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/claude/schema_aware_r3.sql
2026-03-05T12:27:41.595970+00:00,t4,llama3,schema_aware,1,llama-3.3-70b-versatile,1112,227,0.66,1,,True,874,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/llama3/schema_aware_r1.sql
2026-03-05T12:27:42.576072+00:00,t4,llama3,schema_aware,2,llama-3.3-70b-versatile,1112,227,0.97,1,,True,874,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/llama3/schema_aware_r2.sql
2026-03-05T12:27:43.196386+00:00,t4,llama3,schema_aware,3,llama-3.3-70b-versatile,1112,210,0.61,1,,True,815,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/llama3/schema_aware_r3.sql
2026-03-05T12:27:48.569192+00:00,t4,gpt4o,few_shot,1,gpt-4o-2024-08-06,2252,227,5.36,1,,True,889,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/gpt4o/few_shot_r1.sql
2026-03-05T12:27:52.071107+00:00,t4,gpt4o,few_shot,2,gpt-4o-2024-08-06,2252,227,3.49,1,,True,889,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/gpt4o/few_shot_r2.sql
2026-03-05T12:27:56.432786+00:00,t4,gpt4o,few_shot,3,gpt-4o-2024-08-06,2252,227,4.35,1,,True,889,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/gpt4o/few_shot_r3.sql
2026-03-05T12:28:02.161549+00:00,t4,claude,few_shot,1,claude-sonnet-4-20250514,2833,484,5.72,1,,True,1592,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/claude/few_shot_r1.sql
2026-03-05T12:28:07.954730+00:00,t4,claude,few_shot,2,claude-sonnet-4-20250514,2833,484,5.78,1,,True,1592,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/claude/few_shot_r2.sql
2026-03-05T12:28:13.566903+00:00,t4,claude,few_shot,3,claude-sonnet-4-20250514,2833,484,5.6,1,,True,1592,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/claude/few_shot_r3.sql
2026-03-05T12:28:14.492451+00:00,t4,llama3,few_shot,1,llama-3.3-70b-versatile,2273,219,0.91,1,,True,825,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/llama3/few_shot_r1.sql
2026-03-05T12:28:15.481112+00:00,t4,llama3,few_shot,2,llama-3.3-70b-versatile,2273,296,0.98,1,,True,1129,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/llama3/few_shot_r2.sql
2026-03-05T12:28:16.463770+00:00,t4,llama3,few_shot,3,llama-3.3-70b-versatile,2273,296,0.97,1,,True,1129,/Users/name.lastname/Nextcloud/Research/ELG with AI/experiment/outputs/t4/llama3/few_shot_r3.sql
